buggyCode,correctedCode
"#include <stdio.h>
int main(){
    int x1,y1,x2,y2;
    scanf(""%d%d\n"",&x1,&y1);
    scanf(""%d%d"",&x2,&y2);
    float s=(y2-y1)/(x2-x1);
    
    //if((x1>=-100&&x1<=100)&&(x2>=-100&&x2<=100)&&(y1>=-100&&y1<=100)&&(y2>=-100&&y2<=100))
   // {
        if((x2==x1)&&(y2!=y1))
        {
            printf(""inf"");
        }
        else if(x2!=x2)
        {
            printf(""%.2f"",s);
        }
   / }
    // Insert your code here
    return 0;
}","#include <stdio.h>
int main(){
    int x1,y1,x2,y2;
    scanf(""%d%d\n"",&x1,&y1);
    scanf(""%d%d"",&x2,&y2);
    float s=(y2-y1)/(x2-x1);
        if((x2==x1)&&(y2!=y1))
        {
            printf(""inf"");
        }
        else if(x2!=x2)
        {
            printf(""%.2f"",s);
        }
    return 0;
}"
"#include <stdio.h>

int main()
{
	float A1,A2,B1,B2,C1,C2,P,Q,R;
	scanf(""%f %f %f\n%f %f %f"",&A1,&A2,&B1,&B2,&C1,&C2);
	P=(A1*40)/50.0+(A2*60)/100.0;
	Q=(B1*40)/50.0+(B2*60)/100.0;
	R=(C1*40)/50.0+(C2*60)/100.0;
	if((P>=Q&&Q>=R)||(R>=Q&&Q>=P))
	{
	    printf(""Median weighted score= %f"",Q);
	}
	else if ((Q>=R&&R>=P)||(P>=R&&R>=Q))
	{
	    printf(""Median weighted score= %f"",R);
	}
	else ((R>=P&&P>=Q)||(Q>=P&&P>=R))
	{
	    printf(""Median weighted score= %f"",P);
	}
	return 0;
}","#include <stdio.h>
int main()
{
	float A1,A2,B1,B2,C1,C2,P,Q,R;
	scanf(""%f %f %f\n%f %f %f"",&A1,&A2,&B1,&B2,&C1,&C2);
	P=(A1*40)/50.0+(A2*60)/100.0;
	Q=(B1*40)/50.0+(B2*60)/100.0;
	R=(C1*40)/50.0+(C2*60)/100.0;
	if((P>=Q&&Q>=R)||(R>=Q&&Q>=P))
	{
	    printf(""Median weighted score= %f"",Q);
	}
	else if ((Q>=R&&R>=P)||(P>=R&&R>=Q))
	{
	    printf(""Median weighted score= %f"",R);
	}
	else if ((R>=P&&P>=Q)||(Q>=P&&P>=R))
	{
	    printf(""Median weighted score= %f"",P);
	}
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int n,i;
	int a[20];
	scanf (""%d"",&n);
	for (i=0;i<n;i++){
	    scanf(""%d"",&a[i]);
	  if(a[i]>a[i-1]&&a[i]>a[i+1]) {
	   j=1;
	  }
	  else {
	      j=0
	  }
	}
	if (j==1){
	    printf (""Yes"");
	}
	  else {
	      printf (""No"");
	  } 
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int n,i,j;
	int a[20];
	scanf (""%d"",&n);
	for (i=0;i<n;i++){
	    scanf(""%d"",&a[i]);
	  if(a[i]>a[i-1]&&a[i]>a[i+1]) {
	   j=1;
	  }
	  else {
	      j=0;
	}
	if (j==1){
	    printf (""Yes/n"");
	}
	  else {
	      printf (""No/n"");
	  } 
	}
	return 0;
}"
"#include <stdio.h>

int main()
{
	float x1,y1,x2,y2,x,y;
	scanf(""%f %f"", &x1, &y1);
	scanf(""%f %f"", &x2, &y2);
	scanf(""%f %f"", &x, &y);
	if((x>x1)&&(x<x2))   {
	    if((y>y1)&&(y<y2))  {
	       printf(""Point is inside the rectangle."");
	    }
	}
	 
	 else if(x==x1)  {
	    if((y>=y1)||(y<=y2)) {
	      printf(""Point is on the rectangle."");
	    }
	  }
	  else if(x==x2)  {
	    if((y>=y1)||(y<=y2)) {
	      printf(""Point is on the rectangle."");
	    }  
	  }
	  else if(y==y1)  {
	    if((x>=x1)||(x<=x2)) {
	      printf(""Point is on the rectangle."");
	    }  
	  }
	  else if(y==y2)  {
	    if((x>=x1)||(x<=x2)) {
	      printf(""Point is on the rectangle."");
	       } 
	    }
	  else if(x<x1||x>x2)
	      printf(""Point is outside the rectangle"")
	  else if(y<y1||y>y2)
	      printf(""Point is outside the rectangle"") 
	return 0;
}","#include <stdio.h>
int main()
{
	float x1,y1,x2,y2,x,y;
	scanf(""%f %f"", &x1, &y1);
	scanf(""%f %f"", &x2, &y2);
	scanf(""%f %f"", &x, &y);
	if((x>x1)&&(x<x2))   {
	    if((y>y1)&&(y<y2))  {
	       printf(""Point is inside the rectangle."");
	    }
	}
	 else if(x==x1)  {
	    if((y>=y1)||(y<=y2)) {
	      printf(""Point is on the rectangle."");
	    }
	  }
	  else if(x==x2)  {
	    if((y>=y1)||(y<=y2)) {
	      printf(""Point is on the rectangle."");
	    }  
	  }
	  else if(y==y1)  {
	    if((x>=x1)||(x<=x2)) {
	      printf(""Point is on the rectangle."");
	    }  
	  }
	  else if(y==y2)  {
	    if((x>=x1)||(x<=x2)) {
	      printf(""Point is on the rectangle."");
	       } 
	    }
	  else if(x<x1||x>x2)
	      printf(""Point is outside the rectangle"");
	  else if(y<y1||y>y2)
	      printf(""Point is outside the rectangle"");
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int N,s,i,m,j;
	int arr[10000];
	scanf(""%d\n"",&N);
	for(i=0;i<n;i++){
	    scanf(""%d"",&arr[i]);
	}
	scanf(""\n%d"",&s);
	for(i=0;i<n;i++){
	    m=s-arr[i];
	    for(j=0;j<n;j++){
	        if(m==arr[j]){
	            printf(""(arr[i],arr[j)"");
	            break;
	        }
	        else{
	            continue;
	        }
	    }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int N,s,i,m,j,t;
	int arr[10000];
	scanf(""%d\n"",&N);
	for(t=0;t<N;t++){
	    scanf(""%d"",&arr[i]);
	}
	scanf(""\n%d"",&s);
	for(i=0;i<N;i++){
	    m=s-arr[i];
	    for(j=0;j<N;j++){
	        if(m==arr[j]){
	            printf(""(arr[i],arr[j)"");
	            break;
	        }
	        else{
	            continue;
	        }
	    }
	}
	return 0;
}"
"#include <stdio.h>

int main(){
    int a,b,c,d,e,i,j ;
    scanf (""%d"",a) ;
    for (i=1;i<=(a*a);i++)
    {
        scanf (""%d"",&b) ;
     for (j=1;j<=(a*a);j=j+n+1)
     {if(i==j&&b==1)||(i!=j&&b==0)
        break ; }
     if (j>(a*a))
    { printf (""GIVEN %d×%d matrix is NOT an IDENTITY MATRIX"",a,a) ;
        break ; }
    }
 if (i>(a*a))
 printf(""GIVEN %d*%d matrix is an IDENTITY MATRIX"",a,a);
 
    
    return 0;
}","#include <stdio.h>
int main(){
    int a,b,c,d,e,i,j ;
    scanf (""%d"",&a) ;
    for (i=1;i<=(a*a);i++)
    {
        scanf (""%d"",&b) ;
     for (j=1;j<=(a*a);j=j+a+1)
     {if((i==j&&b==1)||(i!=j&&b==0))
        break ; }
     if (j>(a*a))
    { printf (""GIVEN %d×%d matrix is NOT an IDENTITY MATRIX"",a,a) ;
        break ; }
    }
 if (i>(a*a))
 printf(""GIVEN %d*%d matrix is an IDENTITY MATRIX"",a,a);
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,tax;
	scanf(""%d"",&a);
	if (a<=200000)
    tax=0;
	else if ((a>=200001)&&(a<=500000))
	tax=0.1*(a-200000);
	else if ((a>=500001)&&(a<=1000000))
	tex=30000+0.2*(a-500000);
	if (a>1000000)
	{printf(""%d"",130000+(0.3*ti));}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,tax;
	scanf(""%d"",&a);
	if (a<=200000)
    tax=0;
	else if ((a>=200001)&&(a<=500000))
	tax=0.1*(a-200000);
	else if ((a>=500001)&&(a<=1000000))
	tax=30000+(0.2*(a-500000));
    else
	tax=130000+(0.3*(a-1000000));
	printf(""%d"",tax);
	return 0;
}"
"#include <stdio.h>
int main()
{
	int x1,y1,x2,y2;
	float n;
	scanf(""%d %d %d %d,&x1,&y1,&x2,&y2);
	if(-100<=x1<=100 && -100<=x2<=100 && -100<=y1<=100 && -100<=y2<=100);
	{
	    n=(y2-y1)/(x2-x1);
	    printf(""%f"",&n);
	}
	else if(x1=x2)
	{printf(""slope is infinity."");
    
    return 0;
}","#include <stdio.h>
int main()
{
	int x1,y1,x2,y2;
	float n;
	scanf(""%d %d %d %d"",&x1,&y1,&x2,&y2);
	if(x1<x2 || x2>x1)
	{
	    n=(y2-y1)/(x2-x1);
	    printf(""%.2f"",n);
	}
	if(x1==x2)
	{printf(""inf"");
	}
    return 0;
}"
"#include <stdio.h>

int main() {
	int i,j,k,n;
	scanf(""%d"",&n);int a[n];
	for(i=0;i<n;i++)
	scanf(%d,&a[i]);
	for(i=0;i<n;i++)
	{  for(j=0;j<n;j++)
	   {if(a[i]==a[j])
	    {printf(""YES"");
	     c=99999;
	     break;}
	   }
	   
	}
	if(c!=99999)
	printf(""NO"");
	   
	
}","#include <stdio.h>
int main() {
	int i,j,k,n,c;
	scanf(""%d"",&n);int a[n];
	for(i=0;i<n;i++)
	scanf(""%d"",&a[i]);
	for(i=0;i<n;i++)
	{  for(j=0;j<n;j++)
	   {if(a[i]==a[j])
	    {printf(""YES"");
	     c=99999;
	     break;}
	   }
	}
	if(c!=99999)
	printf(""NO"");
}"
"#include <stdio.h>

int main(){
    int i=0,p,w,a[i],max,min,temp;// Insert your code here
 scanf(""%d"",&p);

    for(i=0;i<p;i++){
        scanf(""%d"",&w);
        a[i]=w;
        
    }
    for(;a[i]<[a[i++]){
        for (i=0;i<p;i++){
        int max(int a[i],int a[i++])
        int min(int a[i],int a[i++])
        
        if(a[i]>a[i++]){
            max=a[i];
            min=a[i++];
        }
        else{
            max=a[i++];
            min=a[i];
            a[i++]=temp;
            a[i++]=a[i];
            a[i]=temp;
        }
        }
        printf(""%d"",a[i])
 }
    printf(""end""); //do not modify this 
    return 0;
}","#include <stdio.h>
int main(){
    int i=0,p,w,a[i],max,min,temp;// Insert your code here
 scanf(""%d"",&p);
    for(i=0;i<p;i++){
        scanf(""%d"",&w);
        a[i]=w;
    }
    for(i=0;a[i]<a[i+1];i++){
        for (i=0;i<p;i++){
        if(a[i]>a[i+1]){
            max=a[i];
            min=a[i+1];
        }
        else{
            max=a[i+1];
            min=a[i];
            a[i+1]=temp;
            a[i+1]=a[i];
            a[i]=temp;
        }
        }
        printf(""%d"",a[i]);
 }
    printf(""end""); //do not modify this 
    return 0;
}"
"#include<stdio.h>
#include<limits.h>
int main()
{   int m,n,i,x,j,max,min=INT_MAX;
    scanf(""%d %d"",&n,&m);   /*in the following loop, we first scan the arr[i][j] element, and after scanning all the elements of a row we find the maximum entry of that row and store it in the array max.. such that max[i] stores the maximum element of the ith row*/
    for(i=0;i<m;i++)
    {   
        max=INT_MIN;
        for(j=0;j<n;j++)
        {
            scanf(""%d"",&x);
            if(x>=max)
            {
                maxi=x;
            }
        }
        min=max;
    }
    printf(""%d"",min);
    return 0;
}","#include<stdio.h>
#include<limits.h>
int main()
{   int m,n,i,x,j,max,min=INT_MAX;
    scanf(""%d %d"",&n,&m);   /*in the following loop, we first scan the arr[i][j] element, and after scanning all the elements of a row we find the maximum entry of that row and store it in the array max.. such that max[i] stores the maximum element of the ith row*/
    for(i=0;i<m;i++)
    {   
        max=INT_MIN;
        for(j=0;j<n;j++)
        {
            scanf(""%d"",&x);
            if(x>=max)
            {
                max=x;
            }
        }
        if(max<min)
        min=max;
    }
    printf(""%d"",min);
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,c;
	scanf(""%d%d%d"",&a,&b,&c);
	if((a+b)>c){
	    if((a*a+b*b)=c*c){
	printf(""Right Triangle"");
	}
	else{
	    printf(""Cannot form a Triangle"");
	}
}
else{
    if((a*a+b*b)!=c*c){
        printf(""Not Right Triangle"");
    }
    else{
        printf(Cannot form a Triangle)
}
}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,c;
	scanf(""%d%d%d"",&a,&b,&c);
	if((a+b)>c){
	    if((a*a+b*b)==c*c){
	printf(""Right Triangle"");
	}
	else{
	    printf(""Not Right Triangle"");
	}
}
else{
    if((a*a+b*b)!=c*c){
        printf(""Cannot form a Triangle"");
    }
}
	return 0;
}"
"#include<stdio.h>

int main()
{   int a;
    int b;
    int c;
    scanf(""%d,%d,%d"",a,b,c);
    
    if ((a+b<c)||(b+c<a)||(a+c<b))
    {printf(""INVALID"");}
    else if { if ((a*a+b*b<c*c)||(a*a+b*b<c*c)||(a*a+b*b<c*c))
    {printf(""OBTUSE"");}
    else if ((a*a+b*b==c*c)||(a*a+b*b==c*c)||(a*a+b*b==c*c))
    {printf(""RIGHT"");}
    else  if ((a*a+b*b>c*c)&&(a*a+b*b>c*c)&&(a*a+b*b>c*c))
    {printf(""ACUTE"");}}
    return 0;
}","#include<stdio.h>
int main()
{ int a;
    int b;
    int c;
    scanf(""%d,%d,%d"",a,b,c);
    if ((a+b<c)||(b+c<a)||(a+c<b))
    {printf(""INVALID"");}
    else { if ((a*a+b*b<c*c)||(a*a+b*b<c*c)||(a*a+b*b<c*c))
    {printf(""OBTUSE"");}
    else if ((a*a+b*b==c*c)||(a*a+b*b==c*c)||(a*a+b*b==c*c))
    {printf(""RIGHT"");}
    else  if ((a*a+b*b>c*c)&&(a*a+b*b>c*c)&&(a*a+b*b>c*c))
    {printf(""ACUTE"");}}
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int i,t,k[100];
	scanf(""%d\n"",&t);
	for(i=0;i<t;i++)
	scanf(""%d\n"",&k[i]);
	for(i=0;i<k;i++){
	    if(catl(i)>k[i]){
	        printf(""%d\n""catl(i-1));
	    }
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int catl(int n){
    if(n==0)
    return 1;
    else if(n==1)
    return 1;
    else
    return 2*(2*n+1)*catl(n-1)/n+2;
}
int main() {
	int i,j,t,k[100];
	scanf(""%d\n"",&t);
	for(i=0;i<t;i++)
	scanf(""%d\n"",&k[i]);
	for(j=0;j<t;j++){
	for(i=1;i<k;i++){
	    if(catl(i)>k[j]){
	        printf(""%d\n"",catl(i-1));break;
	    }
	}
	}
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	int n,i,j;
	scanf(""%d"",&n);
	for(i=1;i<=n;i=i+1){
	    for(j=1;j<=i;j=j+1){
	     if((j=1)||j=i)){   printf(""*"");}
	    else {printf("" "");}
	    }
	    printf(""\n"");
	}
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int n,i,j;
	scanf(""%d"",&n);
	for(i=1;i<=n;i=i+1){
	    for(j=1;j<=i;j=j+1){
	     if((j=1)||(j=i)){   printf(""*"");}
	    else {printf("" "");}
	    }
	    printf(""\n"");
	}
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
int a,b,n,c,k;
    scanf(""%d"",&n);
    for(a=1;a<=n;a++)
    {
     if(a<=(n+1)/2)
        {
            c=(n+1)/2+1-a;
           for(b=1;b<=(n+1)/2-a;b++)
            {
                printf("" "");
            }
            for(k=1;k<=2*a-1;k++)
            {
                printf(""%d"",c%10);
                c=c+1;
            }
        }
        if(a>(n+1)/2)
        {
            c=a-(n-1)/2;
           for(b=1;b<=a-(n+1)/2;b++)
            {
                printf("" "");
            }
            for(k=1;k<=2*n+1-a*2;k++)
            {
                printf(""%d"",c%10);
                c=c+1;
            }
        }
        printf(""\n"");
    }
    }
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,n,c,k;
    scanf(""%d"",&n);
    for(a=1;a<=n;a++)
    {
     if(a<=(n+1)/2)
        {
            c=(n+1)/2+1-a;
           for(b=1;b<=(n+1)/2-a;)
            {
                printf("" "");
                b=b+1;
            }
            for(k=1;k<=2*a-1;k++)
            {
                printf(""%d"",c%10);
                c=c+1;
            }
        }
        if(a>(n+1)/2)
        {
            c=a-(n-1)/2;
           for(b=1;b<=a-(n+1)/2;b++)
            {
                printf("" "");
            }
            for(k=1;k<=2*n+1-a*2;k++)
            {
                printf(""%d"",c%10);
                c=c+1;
            }
        }
        printf(""\n"");
    }
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
    int a,b,c;
    scanf(""%d%d%d"",&a,&b,&c);
    if ((a*a+b*b>c*c)&&(a*a+c*c>b*b)&&(b*b+c*c>a*a))
    {printf(""acute triangle"");}
    else if ((a+b=<c)||(b+c=<a)||(a+c=<b))
             {printf(""cannot form a triangle"");}
   else {printf(""not acute triangle"");}
    return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
    int a,b,c;
    scanf(""%d%d%d"",&a,&b,&c);
    if ((a*a+b*b>c*c)&&(a*a+c*c>b*b)&&(b*b+c*c>a*a))
    {printf(""acute triangle"");}
    else if ((a+b<c)||(b+c<a)||(a+c<b))
             {printf(""cannot form a triangle"");}
   else {printf(""not acute triangle"");}
    return 0;
}"
"#include <stdio.h>
int main(){
    int k,n,i,j;
    scanf(""%d"",&k);
    scanf(""\n%d"",&n);
    int a[100];
    for(i=0;i<n;i++){
        for(j=n-1;j>=0;j--){
    scanf(""%d"",&a[i]);
    if(a[i]+a[j]==k){
        printf(""lucky"");
    }
    
    else{
        printf(""unlucky"");
    }}
    return 0;
}","#include <stdio.h>
int main(){
    int k,n,i,j;
    scanf(""%d"",&k);
    scanf(""\n%d"",&n);
    int a[100];
    for(i=0;i<n;i++){
        for(j=n-1;j>=0;j--){
    scanf(""\n%d"",&a[i]);
    if(a[i]+a[j]==k){
        printf(""lucky"");
    }
    else{
        printf(""unlucky"");
    }}}
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
    int i;
    int t;
    scanf (""%d"",&t);
    if(i<=200000)
    t=0;
    printf (""%d"",t);
    if((i>=200001)&&(i<=500000))
    t=10*(i-200000)/100
    printf (""%d"",t);
    if((i>=500001)&&(i<=1000000))
    t=30000+20*(i-500000)/100
    printf (""%d"",t);
    if (i>=1000000)
    t=130000+30*(i-1000000)/100
    printf (""%d"",t);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
    int i;
    int t;
    scanf (""%d"",&t);
    if(i<=200000)
    t=0;
    printf (""%d"",t);
    if((i>=200001)&&(i<=500000))
    t=10*(i-200000)/100;
    printf (""%d"",t);
    if((i>=500001)&&(i<=1000000))
    t=30000+20*(i-500000)/100;
    printf (""%d"",t);
    if (i>=1000000)
    t=130000+30*(i-1000000)/100;
    printf (""%d"",t);
	return 0;
}"
"#include <stdio.h>

int main()
{
    int n;
     scanf(""%d"",&n);
    for(i=0;i<(n-1);i++)
     scanf(""%d,""&arr[i]);
     scanf(""%d"",&arr[n-1]);
  printf(""%d"",arr[0]+arr[1]+arr[n-1]);
    return 0;
    
}","#include <stdio.h>
int main()
{
    int n,i,k,j;
     scanf(""%d"",&n);
    int arr[n];
    for(i=0;i<(n-1);i++)
     scanf(""%d,"",&arr[i]);
     scanf(""%d"",&arr[n-1]);
  for(i=0;i<n;i++)
  {
      k=arr[i];int count=0;
      for(j=0;j<n;j++)
      {if (arr[i]==arr[j]&&i!=j)
      count++;}
      if(count==k)
      printf(""Yes"");
      else
      printf(""N0"");
  }
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
	double a,b,c;
	int n,;
	scanf(""%lf %lf %d"",&a,&b,&n);
	double x, y1, y2;
	y1=-x*x+3*x;
	y2=2*x*x*x-x*x-5*x;
	double d[n+1];
	int i;
	for(i=0;i<n;i++)
	{c=i*(b-a);
	printf(""%f\n"",c);
	}
/*	double sum=0.0;
	for(i=0;i<n+1;i++)
	{
	    x=d[i];
	    c=y1-y2;
	    if(c<0)
	    {
	        c=-c;
	    }
	    sum= sum+(c*((b-a)/n));
	}
	printf(""%.4f"",sum);*/
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	double a,b,c;
	int n;
	scanf(""%lf %lf %d"",&a,&b,&n);
	double x, y1, y2;
	y1=-x*x+3*x;
	y2=2*x*x*x-x*x-5*x;
	double d[n+1];
	int i;
	for(i=0;i<n;i++)
	{c=i*(b-a);
	printf(""%f\n"",c);
	}
/*	double sum=0.0;
	for(i=0;i<n+1;i++)
	{
	    x=d[i];
	    c=y1-y2;
	    if(c<0)
	    {
	        c=-c;
	    }
	    sum= sum+(c*((b-a)/n));
	}
	printf(""%.4f"",sum);*/
	return 0;
}"
"#include <stdio.h>
#include <stdlib.h>

int main() {
	//to take input
	int a,b,i,j,k,p,q,c1,ch,count;
	scanf(""%d\n"",&a);
	int	arr1[a];
	for(i=0;i<a;i++){
	    scanf(""%d\n"",&arr1[i]);
	}
	scanf(""%d\n"",&b);
	int arr2[b];
    for(j=0;j<b;j++){
        scanf(""%d\n"",&arr2[j]);
    }
    
    //for output
    count=0;
    int arr3[count];
    for(p=0;p<a;p++){
        
        for(q=0;q<b;q++){
            if(arr2[q]=arr1[p+q]){
                ch=arr2[q];
                count=count+1;
            
            }
            arr3[count]=arr1[p]-ch;
        }
    }
    if(arr[count]=0)
    printf(""NO"");
    c1=arr1[0];
    for(k=0;k<count;k++){
        if(c1>arr1[k])
        c1=arr1[k];
        
    }
    printf(""%d"",c1);
    
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
	int a,b,i,j,k,p,q,c1,ch,count;
	scanf(""%d\n"",&a);
	int	arr1[a];
	for(i=0;i<a;i++){
	    scanf(""%d\n"",&arr1[i]);
	}
	scanf(""%d\n"",&b);
	int arr2[b];
    for(j=0;j<b;j++){
        scanf(""%d\n"",&arr2[j]);
    }
    count=0;
    int arr3[count];
    for(p=0;p<a;p++){
        for(q=0;q<b;q++){
            if(arr2[q]==arr1[p+q]){
                ch=arr2[q];
                count=count+1;
            }
            arr3[count]=arr1[p]-ch;
        }
    }
    if(arr3[count]==0)
    printf(""NO"");
    c1=arr1[0];
    for(k=0;k<count;k++){
        if(c1>arr1[k])
        c1=arr1[k];
    }
    printf(""%d"",c1);
	return 0;
}"
"#include <stdio.h>

int main()
{
    int n,i,j,s;
    scanf(""%d"",&n);
    int a[n]; 
    for(i=0;i<n;i++)
    scanf(""%d "",&a[i]);
    for(i=0;i<n;i++)
    {
        int count=0;
        for(j=0;j<n;j++)
            {
            if(a[i]==a[j])
            count++;
            s=a[i];
            break;
            }    
        if(count!=0)
        flag=1;
        
    }
        if(flag==1)
        printf(""%d"",s);
    
    return 0;
    
}","#include <stdio.h>
int main()
{
    int n,i,j,s;
    scanf(""%d"",&n);
    int a[n];
    int flag=0;
    for(i=0;i<n;i++)
    scanf(""%d "",&a[i]);
    for(i=0;i<n;i++)
    {
        int count=0;
        for(j=0;j<n;j++)
            {
            if(a[i]==a[j])
            count++;
            s=a[i];
            break;
            }    
        if(count!=0)
        flag=1;
    }
        if(flag==1)
        printf(""%d"",s);
    return 0;
}"
"#include <stdio.h>
#include <stdlib.h>
int main() {
    int a, b, c;
    scanf(""%d"", &a);
    scanf(""%d"", &b);
    scanf(""%d"", &c);
    if (a==b)
        {if (a>c)
        printf(""%d"", c);
        else printf(""%d"",a);}
    if (b==c)
        {if (a>b)
        {printf(""%d"", b);}
        else printf(""%d"", a);}
    if (a==c)
        {if (b>c)
        {printf (""%d"", a);}
        else printf(""%d"", b);}
    if (a>b)
        {if (b>c)
            {printf(""%d"", b);}}
        else if (a>c)
             {printf(""%d"", c);
             else printf(""%d"",a);}
    else if (b<c)
         {printf(""%d"", b);}
         else if (a>c)
              {printf(""%d"", a);}
              else printf(""%d"", c);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
int main() {
    int a, b, c;
    scanf(""%d"", &a);
    scanf(""%d"", &b);
    scanf(""%d"", &c);
    if (a==b)
        {if (a>c)
        printf(""%d"", c);
        else printf(""%d"",a);}
    if (b==c)
        {if (a>b)
        {printf(""%d"", b);}
        else printf(""%d"", a);}
    if (a==c)
        {if (b>c)
        {printf (""%d"", a);}
        else printf(""%d"", b);}
    if (a>b)
        {if (b>c)
            {printf(""%d"", b);}
        else if (a>c)
             {printf(""%d"", c);}
             else printf(""%d"",a);}
    else if (b<c)
         {printf(""%d"", b);}
         else if (a>c)
              {printf(""%d"", a);}
              else printf(""%d"", c);
	return 0;
}"
"#include <stdio.h>

int main()
{
    float h,w,bmi;
    scanf(""%f%f"",&h&w);
    bmi=(w/(h*h));
    printf(""%.2f,.2%f and %.2f\n""w,bmi);
    if(bmi<18.5)
    printf(""\""You have low weight\"""");
    if((18.5<=bmi)&&(bmi<25))
    printf(""\""You have normal weight\"""");
    if((25<=bmi)&&(bmi<30))
    printf(""\""Obesity(1st-degree)\"""");
    if((30<=bmi)&&(bmi<35))
    printf(""\""Obesity(2nd-degree)\"""");
    if((35<=bmi)&&(bmi<40))
    printf(""\""Obesity(3rd-degree)\"""");
    if(bmi>=40)
    printf(""\""Obesity(4th-degree)\"""");
	
	return 0;
}","#include <stdio.h>
int main()
{
    float h,w,bmi;
    scanf(""%f"",&h);
    scanf(""%f"",&w);
    bmi=(w/(h*h));
    printf(""%.2f,.2%f and %.2f /n"",bmi);
    if(bmi<18.5)
    printf(""\""You have low weight\"""");
    if((18.5<=bmi)&&(bmi<25))
    printf(""\""You have normal weight\"""");
    if((25<=bmi)&&(bmi<30))
    printf(""\""Obesity(1st-degree)\"""");
    if((30<=bmi)&&(bmi<35))
    printf(""\""Obesity(2nd-degree)\"""");
    if((35<=bmi)&&(bmi<40))
    printf(""\""Obesity(3rd-degree)\"""");
    if(bmi>=40)
    printf(""\""Obesity(4th-degree)\"""");
	return 0;
}"
"#include <stdio.h>

int main()
{
    int n, i, j, k, count=0, missn, repn;
    scanf (""%d"", &n);
    int arr[n];
    for(i=0; i<n; i++)
    {
        scanf (""%d"", &arr[i]);
    }
    for (i=0; i<n; i++)
    {
        for (j=0; j<n; j++)
        {
            if (arr[i]==arr[k])
            count++
        }
        if(count>1)
        {
            repn=arr[i]
        }
        
        
        
        printf(""%d\n%d"", repn, missn);
    }
    
    
  
    return 0;
    
}","#include <stdio.h>
int main()
{
    int n, i, j, k, count=0, missn, repn;
    scanf (""%d"", &n);
    int arr[n];
    for(i=0; i<n; i++)
    {
        scanf (""%d"", &arr[i]);
    }
    for (i=0; i<n; i++)
    {
        count=0;
        for (j=0; j<n; j++)
        {
            if (arr[i]==arr[k])
            count++;
        }
        if(count>1)
        {
            repn=arr[i];
            missn=arr[i]+1;
            printf(""%d\n%d"", repn, missn);
            break;
        }
    }
    return 0;
}"
"#include <stdio.h>
int main()
{
  int n,min,count,i,j;
  int a[500];
  scanf(""%d"",&n);
  count=0;
  min=400;
  for(i=0i<n;i++)
  {
      scanf(""%d"",&a[i]);
  }
  for(i=0;i<n;i++)
  {
      for(j=i+1;j<n;j++)
      {
          if(a[i]==a[j])
          {
              count=j-i;
          }
         else{continue;}
          
      }
    
    if(min>count)
    {min=count;}
    count=0;
      
      
  }
    printf(""%d"",&min);
    return 0;
}","#include <stdio.h>
int main()
{
  int n,min,count,i,j;
  int a[500];
  scanf(""%d"",&n);
  count=0;
  min=400;
  for(i=0;i<n;i++)
  {
      scanf(""%d"",&a[i]);
  }
  for(i=0;i<n;i++)
  {
      for(j=i+1;j<n;j++)
      {
          if(a[i]==a[j])
          {
              count=j-i;
          }
         else{continue;}
      }
    if(min>count)
    {min=count;}
    count=0;
  }
    printf(""%d"",min);
    return 0;
}"
